Source,File_Name,Cycle_Duration_sec,V_max,V_min,V_mean,C_rate_max,C_rate_min,C_rate_mean,Temp_max,Temp_mean,Target_Capacity_Ah,battery_id,cycle,chI,disI,SOH,RUL,SOC (%),Current (A),Ambient Temp (°C),Degradation Rate (%),Charging Mode,Efficiency (%),Battery Type,Charging Cycles,EV Model,Optimal Charging Duration Class
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc1000,0.03940588817931712,4.1925821,2.6999238,3.7395246271285965,0.0,-945.1562807469411,-472.6354217993058,41.174809,40.36335875513799,0.6994156477527363,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc1100,0.03922957484610379,4.192502,2.6998034,3.739851762518431,0.0,-940.9237719123862,-470.5481479411832,41.262188,40.43320337776467,0.6962835912151658,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc1200,0.03906027018092573,4.192462,2.6999238,3.7402309427428913,0.0,-936.8476830165602,-468.4529661689156,41.212246,40.393250269845964,0.6932672854322546,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc1300,0.03889646811876446,4.1925821,2.7000439,3.7403440400654375,0.0,-932.9308031883172,-466.51306745546395,41.187275,40.39081635336109,0.6903687943593547,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc1400,0.03874205215834081,4.1921811,2.6999638,3.7404744912809793,0.0,-929.2151901147288,-464.7036542699612,41.19978,40.383829926246634,0.6876192406848993,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc1600,0.03841177269350737,4.1921754,2.700078,3.7412893832530125,0.0,-921.3869127811603,-460.716843080815,0.52218843,0.5208844480873495,0.6818263154580586,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc1800,0.03807502728886902,4.1914935,2.6999977,3.7415144606502584,0.0,-913.3609824752212,-456.7171079635421,41.312096,40.42639107323001,0.6758871270316636,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc1900,0.037902251933701336,4.1912713,2.7002168,3.741878111050061,0.0,-909.1125481663837,-454.5820488719864,41.262188,40.36162140628815,0.6727432856431239,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc2000,0.03773478663060814,4.191412,2.7001567,3.74182866385653,0.0,-905.0429706997984,-452.61321560818726,41.174809,40.2979442066217,0.6697317983178508,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc2100,0.037601477233693004,4.1919732,2.7000365,3.742031670153846,0.0,-901.9168688435186,-450.98259819431445,41.212246,40.36416039661538,0.6674184829442038,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc2200,0.037408103700727224,4.1909199,2.700186,3.742237545485467,0.0,-897.2332705669553,-448.7393606737048,41.249683,40.378259337662335,0.6639526202195469,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc2300,0.037263966049067676,4.1914811,2.700146,3.742374365259236,0.0,-893.8373089668893,-446.965527337542,41.299629,40.42450364638311,0.6614396086354981,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc2400,0.03708532825112343,4.1907272,2.6999531,3.742677382189645,0.0,-889.5033104658248,-444.85852699449725,41.362038,40.45575250062383,0.6582324497447104,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc2500,0.036973943235352635,4.1912084,2.7001135,3.742594369680851,0.0,-886.8945490455421,-443.502125956569,41.337067,40.48525785951189,0.6563019662937012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc2600,0.03677686757873744,4.1903305,2.7001178,3.7433234485372755,0.0,-882.1365476679117,-441.12642026333884,41.411942,40.51860900062913,0.6527810452742546,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc2700,0.03669153619557619,4.1911726,2.6999974,3.7426688089848676,0.0,-880.1003644642094,-440.16182539102,41.312096,40.477341894073135,0.651274269703515,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc2800,0.03655477880965918,4.1908917,2.6998773,3.7428102753481007,0.0,-876.8244628632921,-438.49807994927505,41.374504,40.51885063259493,0.6488501025188361,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc2900,0.036341268103569746,4.1902499,2.6999574,3.743819211461318,0.0,-871.6511348088125,-435.8343625954248,41.3246,40.43651746259153,0.6450218397585212,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc3000,0.03629011765588075,4.1908517,2.6999574,3.7435152985655082,0.0,-870.4986280589383,-435.31548053963405,41.424446,40.57025249569653,0.6441689847636143,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc3100,0.03617524460423738,4.1905308,2.6999574,3.74304625001599,0.0,-867.6880537273922,-433.897422805418,41.411942,40.50840361752478,0.6420891597582703,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc3200,0.03598859906196594,4.1899695,2.6999974,3.743688392928319,0.0,-863.206653125536,-431.6766662084344,41.374504,40.50111671777564,0.6387729233128966,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc3300,0.03593671997077763,4.1902905,2.7000377,3.743018325434643,0.0,-861.9178975148611,-430.96008668115564,41.299629,40.464052947520926,0.6378192441609972,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc3500,0.03562366159167141,4.1891098,2.7001004,3.745066382884053,0.0,-854.3284026667139,-427.1721192047872,41.162304,40.24412404839234,0.6322030179733683,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc3600,0.035596618545241654,4.1906738,2.7000604,3.7448143585310367,0.0,-853.7087813546669,-426.9078656706531,41.187275,40.3355198316542,0.6317444982024536,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc3700,0.035471213166601956,4.1906338,2.7001407,3.7450797408349636,0.0,-850.7030856843693,-425.3827874676553,41.761467,40.501468861382904,0.6295202834064333,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc3800,0.035242569050751626,4.1892705,2.7000203,3.7467241263296125,0.0,-845.2578605843664,-422.6268539232494,41.349533,40.436845348653975,0.6254908168324311,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc3900,0.03522932738997042,4.1904335,2.7000203,3.7456788158292276,0.0,-844.9436605789825,-422.4914374407283,41.337067,40.45294666469622,0.625258308828447,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc4000,0.0351318548200652,4.1900325,2.6998999,3.745202498946328,0.0,-842.6394118338644,-421.3951607685021,41.399475,40.50196408396444,0.6235531647570597,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc4100,0.034958409261889756,4.1888294,2.6999803,3.7457507333884847,0.0,-838.4830381065897,-419.3161693886517,41.349533,40.480764504632695,0.6204774481988763,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc4200,0.034907249617390335,4.1889644,2.6998746,3.7449785352336753,0.0,-837.1873838630057,-418.5881432740857,41.337067,40.49315957772621,0.6195186640586242,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc4300,0.03479820059146732,4.1890845,2.699995,3.7442331386635637,0.0,-834.6051781725498,-417.3586430891909,41.312096,40.46304824501329,0.6176078318476869,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc4400,0.034692098503001034,4.1890445,2.7001956,3.743838164254752,0.0,-832.0624129962957,-416.11234689084796,41.312096,40.46354685228409,0.6157261856172588,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc4500,0.03452383982948959,4.1876011,2.7001154,3.744812294436997,0.0,-828.0330307269213,-414.0289408480202,41.299629,40.44848086729222,0.6127444427379217,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc4600,0.03450330963823944,4.1886034,2.7001956,3.743229158699296,0.0,-827.4994751856716,-413.87093667785393,41.237221,40.41249004391552,0.612349611637397,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc4800,0.03430714807473123,4.1880417,2.7000346,3.7430926746797035,0.0,-822.8065470841508,-411.5165324053428,41.274654,40.44707384592043,0.6088768448422716,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc5000,0.03405221493449062,4.1868477,2.6999638,3.7426474184782608,0.0,-816.6039731731793,-408.4145142433455,41.237221,40.39047319327445,0.6042869401481527,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc5100,0.03398976637981832,4.1875696,2.6998434,3.7424525989448605,0.0,-815.1445625906822,-407.60201933808474,41.19978,40.39145060585432,0.6032069763171048,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc5200,0.033802613033913076,4.1864986,2.7001359,3.7461686148186173,0.0,-810.5728389750346,-405.3414352308533,41.524292,40.684576422313484,0.5998239008415256,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc5300,0.0338022526120767,4.1877818,2.7002161,3.7438703691991786,0.0,-810.6245317408199,-405.36808045162735,41.499325,40.6943075797399,0.5998621534882067,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc5400,0.033707970287650824,4.187541,2.7000957,3.743461799588195,0.0,-808.3225697318229,-404.23981782437033,41.486858,40.690422556280026,0.5981587016015489,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc5500,0.03348693251609802,4.1858168,2.6999755,3.745942169810017,0.0,-803.0812816923628,-401.63380437034016,41.611675,40.75604489671848,0.5942801484523484,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc5600,0.03349876229185611,4.1870198,2.7000556,3.7433909733080113,0.0,-803.3345575912292,-401.75480528982536,41.524292,40.74882361740332,0.5944675726175096,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc5700,0.033408065675757825,4.18714,2.7000155,3.7431510420013856,0.0,-801.1585828472744,-400.6463945538707,41.599209,40.76850227977839,0.592857351306983,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc5800,0.03326947637833655,4.1853757,2.6997349,3.7434535819541033,0.0,-797.8721176281306,-398.9996144636439,41.599209,40.78144194193324,0.5904253670448166,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc5900,0.03321624640375376,4.1865387,2.699775,3.7428177745733198,0.0,-796.5501544771855,-398.27889469117076,41.574238,40.746279282828276,0.5894471143131172,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc6000,0.033141329884529114,4.1865788,2.6998951,3.7424068148691094,0.0,-794.7531170205561,-397.4496323855064,41.561733,40.766930744502616,0.5881173065952116,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc6100,0.032999228802509606,4.1843314,2.7000136,3.7438984266736774,0.0,-791.2977961332855,-395.7606367490714,41.624142,40.803082363477046,0.5855603691386313,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc6200,0.033008378581143916,4.1862559,2.7002141,3.742171771784087,0.0,-791.5491614344692,-395.77673723312466,41.574238,40.79044699754644,0.5857463794615072,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc6300,0.03291963809169829,4.1860957,2.6997731,3.7415346047435,0.0,-789.3943662454141,-394.79565605784444,41.5368,40.772532254040755,0.5841518310216064,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc6400,0.032754282001405954,4.1837697,2.6997731,3.7445003663723067,0.0,-785.5077864320085,-392.75117233532603,41.636646,40.8321776354645,0.5812757619596863,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc6500,0.03277873538900167,4.1857748,2.6998935,3.7414235827099507,0.0,-786.0199706893508,-393.1319551890858,41.611675,40.822366022230064,0.5816547783101196,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc6600,0.032688126782886684,4.1856146,2.6998532,3.741068585527246,0.0,-783.8289715781134,-392.0116600894257,41.586704,40.82652652476999,0.5800334389678039,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc6700,0.03255430981516838,4.1837311,2.699935,3.747703740227434,0.0,-780.5863245808599,-390.3265219609489,41.586704,40.74415458386638,0.5776338801898363,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc6800,0.03255107603035867,4.185977,2.7000153,3.743337786389481,0.0,-780.5262059641336,-390.3339243251672,41.586704,40.76943933866382,0.5775893924134589,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc6900,0.032484826166182756,4.1858969,2.7001758,3.742773966631054,0.0,-778.9415821808824,-389.506524539413,41.586704,40.80879391239316,0.576416770813853,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc7000,0.032297983416356146,4.18329,2.7000954,3.7465424418338107,0.0,-774.4567283212793,-387.2835611772823,41.561733,40.749389394699136,0.5730979789577467,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc7100,0.032297983416356146,4.18329,2.7000954,3.7465424418338107,0.0,-774.4567283212793,-387.2835611772823,41.561733,40.749389394699136,0.5730979789577467,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc7200,0.032403849181719124,4.1897063,2.6998549,3.7428722781506605,0.0,-776.9884675576791,-388.5324133376961,41.574238,40.78109647161728,0.5749714659926826,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc7300,0.032237455947324634,4.185576,2.7001355,3.7411146043415857,0.0,-773.0237351462563,-386.59366075280843,41.574238,40.80472365590241,0.5720375640082297,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc7400,0.0321483452571556,4.1852951,2.7001355,3.740624219647355,0.0,-770.8602483611054,-385.4763674162504,41.586704,40.8119091813602,0.570436583787218,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc7500,0.03202505980152637,4.1831069,2.699832,3.741631014631503,0.0,-767.9295398837758,-383.9653674226343,41.624142,40.80552061054913,0.5682678595139941,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc7600,0.03199873643461615,4.1849117,2.7001929,3.739830421113521,0.0,-767.287716663166,-383.67814571691815,41.499325,40.78884041178597,0.5677929103307428,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc7700,0.03193980152718723,4.1847911,2.6997919,3.739349720608475,0.0,-765.8827444951468,-382.9851673366328,41.499325,40.79084076530243,0.5667532309264086,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc7800,0.03179591160733253,4.182024,2.7000725,3.740730690942161,0.0,-762.4683411657569,-381.3394466262538,41.499325,40.765426004728994,0.5642265724626601,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc7900,0.03180287324357778,4.1844702,2.6999924,3.738615056202255,0.0,-762.5914832094347,-381.3172559343352,41.486858,40.770597697708254,0.5643176975749817,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc8000,0.03173229959793389,4.1842299,2.7000725,3.738134389609917,0.0,-760.8735872206772,-380.47106339997845,41.474392,40.75151154903391,0.5630464545433012,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc8100,0.03155832830816507,4.1815829,2.7001529,3.7413366590542525,0.0,-756.775130953086,-378.4290081549162,41.611675,40.80903719281524,0.5600135969052836,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell1_cyc8200,0.03159782488364726,4.1838288,2.6999924,3.7374783565885794,0.0,-757.6345714433229,-378.93671020482054,41.436913,40.72716385102489,0.5606495828680589,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell2_cyc0000,0.04139786527957767,4.1896338,2.699652,3.734724948686417,0.0,-992.9986022940328,-496.5208892732082,41.233673,40.499935564561206,0.7348189656975843,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
Oxford,Oxford_Battery_Degradation_Dataset_1.mat_Cell2_cyc0100,0.04093977645970881,4.1918783,2.6999323,3.7363482116699633,0.0,-981.9216998732237,-491.07872704003483,41.183769,40.42164442102288,0.7266220579061855,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0
